@@,itemlabel,item,startdate,enddate
->,محمد سالم الغبان->محمد الغبان,Q19667227,2014-10-18,2016-07-08
->,ياسين طاهر الياسري,Q85876365,2019-06-24,2020-05-06->2020-05-07
->,عثمان الغانمي,Q29834564,2020-05-06->2020-05-07,
